account_id,account_type,bot_type,is_bot,followers_count,friends_count,statuses_count,listed_count,favourites_count,account_age_days,tweets_per_day,follower_friend_ratio,timing_regularity,burst_score,url_ratio,retweet_ratio,hashtag_density,mention_ratio,linguistic_consistency,engagement_rate,network_clustering,profile_completeness,name_entropy,coordinated_score,has_profile_image,has_geo_enabled,has_url_in_profile,is_verified
ACC00126,spambot_1,spambot1,1,121,264,4477,0,2,2512,1.7822,0.4566,0.9637,0.7405,0.6581,0.8671,0.9561,0.666,0.7183,0.1228,0.4761,0.0,3.7857,0.7526,0,0,0,0
ACC00127,genuine,genuine,0,510,228,6826,3313,7459,1353,5.0451,2.2271,0.3577,0.4678,0.16,0.4199,0.4798,0.4661,0.2223,0.2014,0.2452,0.3,3.0888,0.2281,1,0,0,0
ACC00128,spambot_3,spambot3,1,2750,2078,29788,1,4372,2448,12.1683,1.3228,0.4312,0.5948,0.598,0.4251,0.3384,0.2128,0.5974,0.0245,0.3896,0.55,4.7734,0.8979,1,0,1,0
ACC00129,spambot_3,spambot3,1,661,1588,6271,10,532,2387,2.6271,0.416,0.4751,0.4233,0.534,0.5282,0.6061,0.4823,0.34,0.0584,0.5129,0.3,3.2387,0.9018,1,0,0,0
ACC00130,genuine,genuine,0,11167,116,55972,30,954,1969,28.4266,95.4444,0.0318,0.5259,0.1912,0.2309,0.254,0.511,0.2791,0.5582,0.5329,0.5,3.0237,0.0251,1,1,0,0
ACC00131,spambot_1,spambot1,1,69,204,5589,1,19,1917,2.9155,0.3366,0.69,0.8182,0.7976,0.8243,0.9453,0.8054,0.6375,0.02,0.699,0.0,4.8646,0.9195,0,0,0,0
ACC00132,genuine,genuine,0,2648,2061,5984,32,1436,2107,2.8401,1.2842,0.3122,0.1893,0.539,0.2264,0.3257,0.3474,0.5051,0.2268,0.112,0.3,3.0169,0.1913,1,0,0,0
ACC00133,genuine,genuine,0,124,331,161809,357,3733,2027,79.8268,0.3735,0.3559,0.1781,0.2056,0.2129,0.2801,0.2106,0.2099,0.4913,0.1677,0.5,2.8075,0.1224,1,1,0,0
ACC00134,genuine,genuine,0,323,10341,7678,236,4771,2274,3.3764,0.0312,0.0623,0.1397,0.1344,0.4789,0.2827,0.6398,0.0151,0.6034,0.5077,0.3,2.7346,0.102,1,0,0,0
ACC00135,genuine,genuine,0,5265,77,5583,17,614,2039,2.7381,67.5,0.1498,0.1393,0.078,0.2668,0.0906,0.5424,0.0473,0.0473,0.3915,0.8,2.891,0.048,1,0,1,1
ACC00136,genuine,genuine,0,6505,450,31114,16,1352,2698,11.5322,14.4235,0.2619,0.5085,0.6036,0.1117,0.1347,0.1629,0.1634,0.2545,0.2176,0.75,4.523,0.0753,1,1,1,0
ACC00137,genuine,genuine,0,4370,818,109323,33,1809,2369,46.1473,5.3358,0.2061,0.177,0.1173,0.1796,0.2241,0.1123,0.2285,0.1499,0.6262,0.55,3.6214,0.1587,1,0,1,0
ACC00138,genuine,genuine,0,5427,289,3381,17,4662,1741,1.942,18.7138,0.3176,0.117,0.253,0.5268,0.478,0.3931,0.327,0.2387,0.1756,0.75,3.4295,0.0449,1,1,1,0
ACC00139,genuine,genuine,0,5390,512,12604,12,7517,2321,5.4304,10.5068,0.2762,0.4124,0.2962,0.2912,0.0802,0.1484,0.171,0.0925,0.7193,0.5,4.1017,0.0749,1,1,0,0
ACC00140,spambot_2,spambot2,1,201,1580,5532,59,303,2055,2.692,0.1271,0.7505,0.3318,0.9074,0.4313,0.4345,0.8635,0.7516,0.0963,0.7717,0.3,3.4595,0.4962,1,0,0,0
ACC00141,genuine,genuine,0,1312,636,39786,32,121,3179,12.5153,2.0597,0.3489,0.464,0.3695,0.712,0.1911,0.3401,0.1742,0.7868,0.23,0.5,4.0311,0.1939,1,1,0,0
ACC00142,genuine,genuine,0,3371,1435,4639,36,5525,2979,1.5572,2.3475,0.1155,0.2149,0.4402,0.3407,0.1093,0.1242,0.2014,0.3407,0.2039,0.55,4.6086,0.0145,1,0,1,0
ACC00143,spambot_2,spambot2,1,228,142,9798,18,303,1633,6.0,1.5944,0.696,0.5098,0.8099,0.3194,0.755,0.252,0.9632,0.0495,0.857,0.3,3.4114,0.5071,1,0,0,0
ACC00144,spambot_1,spambot1,1,2,33,501,0,11,1298,0.386,0.0588,0.9695,0.9192,0.9503,0.5847,0.42,0.7224,0.7933,0.0275,0.7247,0.5,5.0742,0.9113,1,1,0,0
ACC00145,genuine,genuine,0,480,926,4234,743,7910,2070,2.0454,0.5178,0.4298,0.1561,0.2528,0.066,0.121,0.1185,0.092,0.0573,0.506,0.3,2.3213,0.0028,1,0,0,0
ACC00146,spambot_3,spambot3,1,297,1296,2396,19,1564,2458,0.9748,0.229,0.6757,0.4694,0.3475,0.8092,0.4979,0.821,0.3684,0.0035,0.3101,0.5,3.0594,0.8789,1,1,0,0
ACC00147,spambot_3,spambot3,1,265,371,4160,4,1528,2129,1.954,0.7124,0.1439,0.3313,0.6948,0.7491,0.6235,0.687,0.8923,0.0644,0.6771,0.3,3.8009,0.9292,1,0,0,0
ACC00148,spambot_1,spambot1,1,24,41,748,0,23,1856,0.403,0.5714,0.9905,0.6823,0.8234,0.6419,0.7433,0.3763,0.9138,0.0355,0.7724,0.0,5.286,0.7343,0,0,0,0
ACC00149,spambot_3,spambot3,1,1122,159,1831,7,3123,2673,0.685,7.0125,0.298,0.3719,0.7761,0.3168,0.5142,0.6081,0.3165,0.012,0.2696,0.5,2.5446,0.4562,1,1,0,0
ACC00150,genuine,genuine,0,711,4359,3131,13,9948,2178,1.4376,0.1631,0.1913,0.2949,0.2626,0.5059,0.2963,0.2096,0.4266,0.8183,0.3919,0.0,2.1663,0.0136,0,0,0,0
ACC00151,spambot_1,spambot1,1,41,20,3240,0,17,1635,1.9817,1.9524,0.8929,0.7539,0.3322,0.9592,0.8404,0.6805,0.7625,0.0133,0.7627,0.2,3.9723,0.6444,0,1,0,0
ACC00152,spambot_1,spambot1,1,21,94,10374,0,9,1835,5.6534,0.2211,0.7466,0.8485,0.9698,0.8278,0.8792,0.5781,0.9546,0.1089,0.7336,0.0,5.2692,0.7875,0,0,0,0
ACC00153,spambot_1,spambot1,1,347,18,7996,0,14,1715,4.6624,18.2632,0.626,0.7805,0.702,0.8313,0.8604,0.2442,0.7605,0.1243,0.9469,0.3,5.3766,0.6759,1,0,0,0
ACC00154,spambot_3,spambot3,1,1204,449,7695,3,5156,2378,3.2359,2.6756,0.6297,0.2578,0.6843,0.5055,0.3072,0.3361,0.6585,0.4563,0.4152,0.3,3.7321,0.7597,1,0,0,0
ACC00155,spambot_1,spambot1,1,22,229,561,0,9,1510,0.3715,0.0957,0.9581,0.5672,0.9928,0.8639,0.8688,0.7647,0.8272,0.0088,0.6003,0.0,4.6105,0.8748,0,0,0,0
ACC00156,spambot_3,spambot3,1,57,1552,4836,46,1130,2646,1.8277,0.0367,0.4153,0.1926,0.4019,0.4068,0.556,0.5008,0.5893,0.0193,0.6896,0.3,3.1128,0.8913,1,0,0,0
ACC00157,genuine,genuine,0,323,87,2366,36,1812,3115,0.7596,3.6705,0.2552,0.0807,0.1591,0.0525,0.044,0.6116,0.4389,1.7207,0.4728,0.5,2.8658,0.0206,1,1,0,0
ACC00158,genuine,genuine,0,1226,919,18137,27,5781,2188,8.2893,1.3326,0.2183,0.4324,0.3347,0.1881,0.0089,0.4664,0.3301,0.2301,0.255,0.55,3.344,0.1536,1,0,1,0
ACC00159,genuine,genuine,0,1256,494,10172,525,9661,1830,5.5585,2.5374,0.3222,0.2377,0.2033,0.4293,0.196,0.4105,0.0697,0.0376,0.1114,0.5,3.0304,0.3122,1,1,0,0
ACC00160,spambot_1,spambot1,1,27,41,4035,0,8,1680,2.4018,0.6429,0.7651,0.8521,0.4385,0.7852,0.8429,0.354,0.975,0.1565,0.802,0.0,4.1166,0.9721,0,0,0,0
ACC00161,spambot_2,spambot2,1,117,38,4806,1,244,1196,4.0184,3.0,0.465,0.6359,0.7499,0.7119,0.5065,0.5883,0.6546,0.0063,0.8772,0.75,3.9964,0.5189,1,1,1,0
ACC00162,spambot_3,spambot3,1,921,2416,3462,14,15039,1394,2.4835,0.3811,0.4896,0.7164,0.6722,0.3923,0.4229,0.6805,0.2158,0.2504,0.5761,0.3,3.6221,0.3126,1,0,0,0
ACC00163,genuine,genuine,0,1007,73,6354,29,33952,2130,2.9831,13.6081,0.2221,0.352,0.0876,0.46,0.2459,0.3867,0.0435,0.0795,0.2434,0.55,3.2443,0.0299,1,0,1,0
ACC00164,genuine,genuine,0,894,139,1758,5,3292,2120,0.8292,6.3857,0.4127,0.5433,0.5817,0.4009,0.2385,0.1616,0.1192,0.6416,0.6293,0.5,3.3555,0.2188,1,1,0,0
ACC00165,genuine,genuine,0,1800,733,46820,26,3332,93,503.4409,2.4523,0.3556,0.2791,0.4028,0.1111,0.1758,0.2243,0.4963,1.2456,0.3869,0.25,3.1885,0.1414,0,0,1,0
ACC00166,spambot_1,spambot1,1,10,105,2200,0,6,1348,1.632,0.0943,0.9218,0.7796,0.7758,0.7499,0.7899,0.8804,0.9884,0.0359,0.6653,0.3,4.9718,0.6758,1,0,0,0
ACC00167,genuine,genuine,0,7754,388,75187,23,2762,1191,63.1293,19.9332,0.0607,0.1569,0.0828,0.3209,0.152,0.2092,0.5035,0.3851,0.2034,0.5,3.0537,0.0219,1,1,0,0
ACC00168,genuine,genuine,0,2328,88,9325,1523,3755,3100,3.0081,26.1573,0.3305,0.3843,0.2713,0.2261,0.0527,0.3238,0.1372,0.7004,0.1518,0.75,3.3128,0.1017,1,1,1,0
ACC00169,genuine,genuine,0,444,1353,8324,210,10843,1880,4.4277,0.3279,0.4438,0.1001,0.1753,0.1579,0.4327,0.3,0.4182,0.2932,0.076,0.3,2.6516,0.0831,1,0,0,0
ACC00170,genuine,genuine,0,2593,1949,33560,208,2631,2172,15.4512,1.3297,0.105,0.3148,0.1071,0.2138,0.1836,0.5549,0.5301,0.0802,0.2056,0.75,3.3597,0.0329,1,1,1,0
ACC00171,genuine,genuine,0,7639,3214,19636,249,733,1561,12.5791,2.376,0.1552,0.3411,0.1595,0.4605,0.4282,0.1162,0.1273,0.4159,0.2382,0.3,2.2439,0.2891,1,0,0,0
ACC00172,spambot_1,spambot1,1,34,21,7757,2,36,1650,4.7012,1.5455,0.6784,0.704,0.8413,0.8727,0.8009,0.8395,0.7551,0.0452,0.7252,0.0,4.5106,0.944,0,0,0,0
ACC00173,genuine,genuine,0,5389,315,14246,64,805,3007,4.7376,17.0538,0.0925,0.0431,0.444,0.1875,0.2397,0.094,0.3348,0.1626,0.1652,0.5,2.1331,0.0467,1,1,0,0
ACC00174,spambot_1,spambot1,1,100,210,6244,1,0,938,6.6567,0.4739,0.7442,0.7997,0.6082,0.893,0.8488,0.4959,0.9037,0.1336,0.5034,0.55,4.1871,0.75,1,0,1,0
ACC00175,genuine,genuine,0,303,267,26044,296,1223,2197,11.8543,1.1306,0.1153,0.1641,0.4227,0.4415,0.3254,0.1274,0.1253,0.5447,0.4724,0.3,3.0384,0.0035,1,0,0,0
ACC00176,genuine,genuine,0,1239,230,24436,226,9340,2128,11.4831,5.3636,0.3488,0.3647,0.3758,0.5034,0.3093,0.1621,0.0493,0.0581,0.3596,0.3,3.3697,0.0481,1,0,0,0
ACC00177,spambot_3,spambot3,1,1272,615,1843,10,6907,1736,1.0616,2.0649,0.3284,0.1242,0.5717,0.5946,0.8045,0.672,0.4695,0.036,0.6222,0.5,2.9644,0.6477,1,1,0,0
ACC00178,genuine,genuine,0,462,270,3506,79,717,687,5.1033,1.7048,0.1754,0.3217,0.3402,0.0248,0.4148,0.6628,0.1382,0.0269,0.2098,0.3,2.7051,0.0173,1,0,0,0
ACC00179,spambot_1,spambot1,1,112,474,5112,0,45,992,5.1532,0.2358,0.8336,0.9894,0.9769,0.6424,0.8391,0.4373,0.7769,0.2829,0.7248,0.3,4.8696,0.8639,1,0,0,0
ACC00180,genuine,genuine,0,5012,358,9000,9,2681,2612,3.4456,13.961,0.2934,0.3793,0.4537,0.6468,0.272,0.281,0.4112,0.2425,0.4848,0.75,2.673,0.0026,1,1,1,0
ACC00181,genuine,genuine,0,4038,162,11167,2352,657,3139,3.5575,24.773,0.2897,0.3245,0.3063,0.6818,0.1959,0.1833,0.3575,0.1541,0.3017,0.5,3.6703,0.1714,1,1,0,0
ACC00182,spambot_1,spambot1,1,190,332,28642,0,0,1115,25.6879,0.5706,0.7544,0.7228,0.9405,0.714,0.8518,0.4583,0.7767,0.0721,0.6607,0.0,4.0853,0.5663,0,0,0,0
ACC00183,genuine,genuine,0,402,784,9516,8,921,3061,3.1088,0.5121,0.3471,0.7722,0.4215,0.3037,0.5206,0.2246,0.4177,0.0812,0.1981,0.75,3.1525,0.0625,1,1,1,0
ACC00184,genuine,genuine,0,440,154,34395,41,1001,2134,16.1176,2.8387,0.3774,0.2977,0.3445,0.2689,0.1195,0.1156,0.1618,0.1153,0.1753,0.5,2.9891,0.0603,1,1,0,0
ACC00185,spambot_1,spambot1,1,209,85,5685,1,3,2283,2.4901,2.4302,0.7796,0.8412,0.7944,0.6853,0.8353,0.3798,0.6732,0.0606,0.8159,0.3,4.5893,0.8694,1,0,0,0
ACC00186,spambot_3,spambot3,1,2223,1152,6786,3,2375,2100,3.2314,1.928,0.767,0.469,0.7099,0.3477,0.5522,0.5498,0.4848,0.0831,0.8196,0.3,3.0835,0.5139,1,0,0,0
ACC00187,genuine,genuine,0,9145,1333,11144,9,67734,1440,7.7389,6.8553,0.2161,0.3171,0.0581,0.13,0.3963,0.295,0.0342,0.0421,0.1149,0.5,3.5908,0.0232,1,1,0,0
ACC00188,genuine,genuine,0,2755,1626,21270,10,10285,1676,12.6909,1.6933,0.6432,0.3542,0.4016,0.277,0.4959,0.2234,0.028,0.024,0.514,1.0,3.6576,0.1023,1,1,1,1
ACC00189,genuine,genuine,0,5275,651,16926,15,1653,1591,10.6386,8.0905,0.3523,0.1317,0.5332,0.2517,0.0753,0.06,0.1504,0.2955,0.645,0.5,2.6504,0.1278,1,1,0,0
ACC00190,genuine,genuine,0,503,406,1277,339,6923,2102,0.6075,1.2359,0.6193,0.2708,0.5144,0.4802,0.0348,0.365,0.1948,0.1858,0.3656,0.5,2.8143,0.1006,1,1,0,0
ACC00191,genuine,genuine,0,404,358,17453,30,4532,1753,9.9561,1.1253,0.2562,0.227,0.1202,0.3988,0.3151,0.227,0.3548,1.5478,0.4274,0.5,3.5936,0.0806,1,1,0,0
ACC00192,genuine,genuine,0,1537,1524,10136,95,2784,2035,4.9808,1.0079,0.3169,0.0888,0.1642,0.3629,0.6022,0.2584,0.2844,0.1862,0.273,0.55,2.9272,0.147,1,0,1,0
ACC00193,genuine,genuine,0,1851,1176,8438,454,268,2514,3.3564,1.5726,0.1649,0.3935,0.1124,0.2189,0.6656,0.636,0.1703,0.0896,0.096,0.75,4.1365,0.0995,1,1,1,0
ACC00194,spambot_2,spambot2,1,34,1129,11478,1,228,1615,7.1071,0.0301,0.6108,0.7539,0.6141,0.542,0.5666,0.682,0.7795,0.0054,0.6526,0.3,4.27,0.8897,1,0,0,0
ACC00195,genuine,genuine,0,1161,632,7151,465,5044,1058,6.759,1.8341,0.1829,0.1954,0.4311,0.2831,0.009,0.0589,0.1743,0.0096,0.3074,0.3,3.469,0.4447,1,0,0,0
ACC00196,genuine,genuine,0,194,1398,7918,63,6030,2890,2.7398,0.1387,0.4025,0.0989,0.2471,0.0926,0.2803,0.0701,0.4948,0.014,0.1798,0.55,2.8451,0.0784,1,0,1,0
ACC00197,genuine,genuine,0,798,191,5051,353,10606,2404,2.1011,4.1562,0.365,0.3082,0.4934,0.2185,0.18,0.2626,0.3727,0.0384,0.3307,0.75,4.0567,0.1589,1,1,1,0
ACC00198,genuine,genuine,0,411,992,2116,15,12401,1478,1.4317,0.4139,0.2556,0.2202,0.3274,0.4507,0.2202,0.042,0.0484,0.0336,0.221,0.5,3.0897,0.1583,1,1,0,0
ACC00199,genuine,genuine,0,2295,68,4729,24,8227,2002,2.3621,33.2609,0.1672,0.1942,0.096,0.217,0.2319,0.5995,0.1865,0.0456,0.2326,0.3,2.7516,0.0333,1,0,0,0
ACC00200,spambot_1,spambot1,1,15,41,3195,0,3,1493,2.14,0.3571,0.9191,0.8579,0.6314,0.6998,0.6194,0.4218,0.8152,0.0958,0.8037,0.3,3.606,0.6409,1,0,0,0
ACC00201,spambot_1,spambot1,1,4,102,6116,1,7,1852,3.3024,0.0388,0.8558,0.7835,0.9199,0.7999,0.5856,0.6277,0.9644,0.015,0.8249,0.3,4.525,0.8515,1,0,0,0
ACC00202,spambot_3,spambot3,1,470,207,332,3,1641,1535,0.2163,2.2596,0.4882,0.1808,0.386,0.1297,0.5095,0.3356,0.6996,0.0423,0.464,0.0,4.1439,0.6125,0,0,0,0
ACC00203,spambot_2,spambot2,1,328,394,837,0,469,2286,0.3661,0.8304,0.7471,0.6614,0.7924,0.7444,0.8225,0.4273,0.5901,0.0054,0.6727,0.5,4.2723,0.7952,1,1,0,0
ACC00204,genuine,genuine,0,406,858,21496,56,909,2742,7.8395,0.4726,0.1796,0.3481,0.1751,0.2816,0.2988,0.5247,0.1783,0.5841,0.1525,0.5,3.4128,0.1179,1,1,0,0
ACC00205,genuine,genuine,0,11389,102,8152,23,592,2764,2.9493,110.5728,0.1183,0.1677,0.2295,0.2643,0.4125,0.4686,0.2175,1.735,0.4486,0.5,2.8857,0.0276,1,1,0,0
ACC00206,genuine,genuine,0,1126,724,5186,44,2707,2371,2.1873,1.5531,0.2873,0.1655,0.3505,0.3468,0.1765,0.188,0.2562,1.987,0.4492,0.5,2.5999,0.0156,1,1,0,0
ACC00207,genuine,genuine,0,3349,74,7531,462,13649,1885,3.9952,44.6533,0.0974,0.1101,0.1134,0.6072,0.1535,0.0366,0.0626,2.2047,0.714,0.55,2.5745,0.0518,1,0,1,0
ACC00208,genuine,genuine,0,908,856,21256,53,2327,2319,9.166,1.0595,0.3956,0.2119,0.4947,0.599,0.2452,0.2661,0.0922,0.9093,0.4929,0.5,3.0566,0.0336,1,1,0,0
ACC00209,genuine,genuine,0,121,191,6225,94,2413,2739,2.2727,0.6302,0.1924,0.2191,0.1084,0.0721,0.0299,0.2678,0.2429,0.5745,0.3401,0.5,2.4487,0.2642,1,1,0,0
ACC00210,spambot_1,spambot1,1,0,864,9485,6,3,1607,5.9023,0.0,0.6557,0.9148,0.9018,0.8706,0.7595,0.4512,0.7279,0.0889,0.8878,0.3,4.9468,0.9505,1,0,0,0
ACC00211,spambot_1,spambot1,1,126,60,11433,0,5,403,28.3697,2.0656,0.894,0.5461,0.7313,0.6142,0.8737,0.543,0.9408,0.1141,0.8322,0.3,4.9946,0.5643,1,0,0,0
ACC00212,genuine,genuine,0,2000,140,1949,2,26563,2623,0.743,14.1844,0.1446,0.7459,0.2936,0.2461,0.1157,0.478,0.1113,0.0877,0.168,0.75,2.9527,0.0231,1,1,1,0
ACC00213,genuine,genuine,0,1171,223,3797,57,400,2303,1.6487,5.2277,0.2961,0.405,0.1939,0.3944,0.3181,0.5793,0.0297,0.1088,0.5398,0.3,2.1304,0.0698,1,0,0,0
ACC00214,spambot_3,spambot3,1,609,1357,2737,27,2193,1726,1.5857,0.4485,0.895,0.3325,0.6097,0.5099,0.4549,0.5105,0.6087,0.0997,0.526,0.3,1.9855,0.487,1,0,0,0
ACC00215,spambot_1,spambot1,1,4,32,14903,0,17,1742,8.5551,0.1212,0.8421,0.971,0.9667,0.788,0.9,0.5989,0.7947,0.1542,0.8704,0.0,4.2699,0.7994,0,0,0,0
ACC00216,genuine,genuine,0,172,1260,28262,309,9566,1072,26.3638,0.1364,0.2039,0.2393,0.1283,0.4802,0.3024,0.4167,0.1366,0.8936,0.4924,0.3,3.3436,0.2208,1,0,0,0
ACC00217,genuine,genuine,0,3241,207,42197,3,1992,3205,13.166,15.5817,0.1843,0.4911,0.4573,0.4418,0.0504,0.4214,0.0896,0.0649,0.2037,0.75,3.2555,0.0287,1,1,1,0
ACC00218,genuine,genuine,0,6245,148,8630,19,16859,2301,3.7505,41.9128,0.3935,0.2119,0.1355,0.4828,0.2602,0.1855,0.226,2.1509,0.5403,0.3,3.383,0.0061,1,0,0,0
ACC00219,genuine,genuine,0,1276,267,7872,134,743,847,9.294,4.7612,0.0814,0.0842,0.1168,0.235,0.2647,0.4483,0.0872,0.4618,0.217,0.55,3.023,0.4561,1,0,1,0
ACC00220,spambot_1,spambot1,1,33,47,4534,0,59,1224,3.7042,0.6875,0.9059,0.7846,0.7926,0.5802,0.9011,0.484,0.8484,0.0592,0.8202,0.3,4.6053,0.7489,1,0,0,0
ACC00221,spambot_1,spambot1,1,10,154,1192,0,3,1078,1.1058,0.0645,0.8119,0.4831,0.9846,0.9347,0.8076,0.7591,0.8753,0.0357,0.811,0.0,4.6527,0.7744,0,0,0,0
ACC00222,spambot_1,spambot1,1,75,41,9871,0,0,2085,4.7343,1.7857,0.8767,0.8787,0.8162,0.5892,0.857,0.7137,0.8515,0.0749,0.9321,0.3,4.3056,0.8401,1,0,0,0
ACC00223,spambot_3,spambot3,1,369,825,3729,7,6418,1312,2.8422,0.4467,0.4243,0.3929,0.7885,0.6365,0.2657,0.5915,0.395,0.0282,0.7695,0.3,4.1012,0.4557,1,0,0,0
ACC00224,genuine,genuine,0,352,1052,3825,11,318,2182,1.753,0.3343,0.2351,0.5277,0.3885,0.6809,0.2089,0.2407,0.1575,0.1624,0.4771,0.3,2.777,0.0335,1,0,0,0
ACC00225,genuine,genuine,0,1003,1025,8409,16,3751,1502,5.5985,0.9776,0.5269,0.373,0.5438,0.6133,0.1241,0.106,0.1976,0.5023,0.455,0.5,3.668,0.1041,1,1,0,0
ACC00226,genuine,genuine,0,919,167,17096,20,9732,967,17.6794,5.4702,0.0241,0.2287,0.1595,0.3844,0.0998,0.3224,0.0951,0.3951,0.298,0.55,3.2322,0.0559,1,0,1,0
ACC00227,genuine,genuine,0,1151,2276,16742,38,3143,1295,12.9282,0.5055,0.1594,0.1755,0.1284,0.4121,0.2672,0.1104,0.2968,0.4352,0.1434,0.5,2.801,0.3211,1,1,0,0
ACC00228,spambot_1,spambot1,1,10,56,11436,0,5,1645,6.952,0.1754,0.7677,0.683,0.8542,0.6556,0.9803,0.8815,0.8938,0.2283,0.5986,0.3,4.2813,0.7811,1,0,0,0
ACC00229,genuine,genuine,0,1522,313,5733,336,378,1874,3.0592,4.8471,0.3123,0.559,0.2705,0.2443,0.2625,0.176,0.3352,0.5676,0.1719,0.5,3.4904,0.0024,1,1,0,0
ACC00230,genuine,genuine,0,6900,2830,8421,88,242,1170,7.1974,2.4373,0.1879,0.5201,0.32,0.1656,0.2827,0.1211,0.1025,0.0239,0.2924,0.3,3.0147,0.1237,1,0,0,0
ACC00231,genuine,genuine,0,268,1024,19722,33,3472,3119,6.3232,0.2615,0.2248,0.2007,0.3746,0.4152,0.1825,0.3863,0.062,0.3548,0.5031,0.5,2.9301,0.1771,1,1,0,0
ACC00232,spambot_1,spambot1,1,90,24,1793,0,2,1729,1.037,3.6,0.6998,0.8665,0.9514,0.848,0.7305,0.2003,0.8937,0.0333,0.8597,0.3,4.2018,0.8599,1,0,0,0
ACC00233,genuine,genuine,0,6796,1136,6147,65,912,2048,3.0015,5.9771,0.2264,0.4183,0.1573,0.3813,0.2355,0.1262,0.0419,0.1031,0.0859,0.3,3.601,0.4292,1,0,0,0
ACC00234,spambot_3,spambot3,1,921,854,5108,37,11484,2311,2.2103,1.0772,0.6362,0.6703,0.8914,0.7267,0.6688,0.326,0.185,0.0248,0.6389,0.55,3.9745,0.7582,1,0,1,0
ACC00235,spambot_3,spambot3,1,1051,235,3847,24,1947,2103,1.8293,4.4534,0.3838,0.6657,0.2873,0.5816,0.3074,0.4693,0.5577,0.0335,0.6164,0.55,2.4796,0.8387,1,0,1,0
ACC00236,genuine,genuine,0,4875,298,9726,48,10265,2539,3.8306,16.3043,0.3668,0.1818,0.4298,0.2662,0.4181,0.2891,0.3987,0.6047,0.3054,0.5,4.1574,0.0538,1,1,0,0
ACC00237,spambot_1,spambot1,1,39,57,2635,2,0,648,4.0664,0.6724,0.879,0.9076,0.9245,0.8088,0.8063,0.6158,0.9086,0.0426,0.8541,0.55,5.2708,0.9398,1,0,1,0
ACC00238,genuine,genuine,0,1115,494,15271,38,7429,2078,7.3489,2.2525,0.1021,0.0892,0.0853,0.4916,0.0972,0.1903,0.0487,1.0138,0.3078,0.3,4.3871,0.0384,1,0,0,0
ACC00239,spambot_3,spambot3,1,2689,461,12962,1092,1135,2574,5.0357,5.8203,0.328,0.3609,0.2811,0.2112,0.4629,0.4045,0.3663,0.0514,0.6891,0.75,2.4852,0.5675,1,1,1,0
ACC00240,spambot_3,spambot3,1,5566,889,10597,10,338,1924,5.5078,6.2539,0.3644,0.4581,0.5475,0.3968,0.3429,0.2883,0.8973,0.2585,0.7493,0.75,4.0299,0.6323,1,1,1,0
ACC00241,genuine,genuine,0,4086,352,3179,3,20543,2919,1.0891,11.5751,0.459,0.4193,0.3542,0.449,0.3595,0.2569,0.3109,0.4521,0.1166,0.55,3.3941,0.1005,1,0,1,0
ACC00242,genuine,genuine,0,3940,304,5339,18,1068,2940,1.816,12.918,0.1717,0.2545,0.1372,0.4076,0.1307,0.1735,0.1919,0.0486,0.2971,0.5,2.3475,0.1017,1,1,0,0
ACC00243,spambot_1,spambot1,1,6,2559,1103,0,12,1356,0.8134,0.0023,0.6571,0.8881,0.8461,0.7658,0.8848,0.5708,0.7734,0.0784,0.6929,0.3,3.9092,0.6926,1,0,0,0
ACC00244,genuine,genuine,0,214,105,80864,19,4656,3571,22.6446,2.0189,0.0602,0.7173,0.3853,0.658,0.1634,0.3852,0.1737,0.3675,0.198,0.5,4.3662,0.0757,1,1,0,0
ACC00245,genuine,genuine,0,756,186,3356,29,9886,576,5.8264,4.0428,0.0388,0.4659,0.3401,0.2062,0.198,0.3181,0.4363,0.3789,0.4537,0.3,3.2529,0.0626,1,0,0,0
ACC00246,spambot_2,spambot2,1,3048,307,3845,3,60,1601,2.4016,9.8961,0.794,0.6719,0.7756,0.5422,0.6682,0.661,0.9459,0.0811,0.4203,0.55,4.2033,0.9285,1,0,1,0
ACC00247,spambot_1,spambot1,1,80,107,6308,2,21,1444,4.3684,0.7407,0.6148,0.8701,0.9661,0.6802,0.7429,0.5804,0.9695,0.7322,0.8953,0.3,5.1489,0.896,1,0,0,0
ACC00248,genuine,genuine,0,11427,862,40013,441,1186,2292,17.4577,13.241,0.6165,0.2054,0.3628,0.0875,0.2149,0.2408,0.1304,0.4764,0.4505,0.55,3.1767,0.0403,1,0,1,0
ACC00249,genuine,genuine,0,863,1193,2468,26,1538,1742,1.4168,0.7228,0.1966,0.0264,0.1442,0.5056,0.3431,0.5717,0.1306,0.0641,0.5995,0.2,3.4531,0.1505,0,1,0,0
ACC00250,genuine,genuine,0,1265,3688,7616,82,2589,1533,4.968,0.3429,0.1739,0.2009,0.1578,0.2769,0.1175,0.3078,0.3429,0.0969,0.0958,0.75,3.1801,0.0937,1,1,1,0
ACC00251,genuine,genuine,0,963,1738,5742,22,39200,2550,2.2518,0.5538,0.0141,0.4716,0.1072,0.1425,0.0538,0.191,0.0478,0.1605,0.2907,0.55,3.5197,0.3778,1,0,1,0
ACC00252,genuine,genuine,0,118,1025,8492,51,5496,1158,7.3333,0.115,0.0785,0.3791,0.2097,0.1496,0.1567,0.1305,0.4254,0.1234,0.2597,0.75,4.0847,0.0913,1,1,1,0
ACC00253,genuine,genuine,0,2011,3941,7870,10,972,2152,3.6571,0.5101,0.0128,0.0719,0.6265,0.2963,0.3688,0.0754,0.2764,0.0467,0.523,0.5,3.0936,0.3972,1,1,0,0
